ISIN;Date;PricePerShare
ISIN198;2016-01-04;36.12
ISIN198;2016-01-05;36.11
ISIN198;2016-01-06;36.24
ISIN198;2016-01-07;36.26
ISIN198;2016-01-08;36.37
ISIN198;2016-01-11;36.24
ISIN198;2016-01-12;36.3
ISIN198;2016-01-13;36.27
ISIN198;2016-01-14;36.34
ISIN198;2016-01-15;36.35
ISIN198;2016-01-18;36.3
ISIN198;2016-01-19;36.3
ISIN198;2016-01-20;36.26
ISIN198;2016-01-21;36.2
ISIN198;2016-01-22;35.98
ISIN198;2016-01-25;35.9
ISIN198;2016-01-26;35.82
ISIN198;2016-01-27;35.82
ISIN198;2016-01-28;35.83
ISIN198;2016-01-29;35.71
ISIN198;2016-02-01;35.58
ISIN198;2016-02-02;35.83
ISIN198;2016-02-03;35.72
ISIN198;2016-02-04;35.62
ISIN198;2016-02-05;35.52
ISIN198;2016-02-08;35.51
ISIN198;2016-02-09;35.38
ISIN198;2016-02-10;35.29
ISIN198;2016-02-11;35.23
ISIN198;2016-02-12;35.57
ISIN198;2016-02-15;35.63
ISIN198;2016-02-16;35.64
ISIN198;2016-02-17;35.6
ISIN198;2016-02-18;35.58
ISIN198;2016-02-19;35.71
ISIN198;2016-02-22;35.74
ISIN198;2016-02-23;35.71
ISIN198;2016-02-24;35.66
ISIN198;2016-02-25;35.65
ISIN198;2016-02-26;35.7
ISIN198;2016-02-29;35.61
ISIN198;2016-03-01;35.57
ISIN198;2016-03-02;35.52
ISIN198;2016-03-03;35.42
ISIN198;2016-03-04;35.33
ISIN198;2016-03-07;35.4
ISIN198;2016-03-08;35.35
ISIN198;2016-03-09;35.28
ISIN198;2016-03-10;35.22
ISIN198;2016-03-11;35.03
ISIN198;2016-03-14;35.09
ISIN198;2016-03-15;35.12
ISIN198;2016-03-16;34.89
ISIN198;2016-03-17;34.75
ISIN198;2016-03-18;34.88
ISIN198;2016-03-21;34.9
ISIN198;2016-03-22;34.93
ISIN198;2016-03-23;35.19
ISIN198;2016-03-24;35.32
ISIN198;2016-03-25;35.28
ISIN198;2016-03-28;35.31
ISIN198;2016-03-29;35.32
ISIN198;2016-03-30;35.21
ISIN198;2016-03-31;35.1
ISIN198;2016-04-01;35.14
ISIN198;2016-04-04;35.24
ISIN198;2016-04-05;35.28
ISIN198;2016-04-06;35.22
ISIN198;2016-04-07;35.19
ISIN198;2016-04-08;35.09
ISIN198;2016-04-11;35.01
ISIN198;2016-04-12;34.99
ISIN198;2016-04-13;35.05
ISIN198;2016-04-14;35.08
ISIN198;2016-04-15;35.03
ISIN198;2016-04-18;34.95
ISIN198;2016-04-19;34.81
ISIN198;2016-04-20;34.87
ISIN198;2016-04-21;35.07
ISIN198;2016-04-22;35.07
ISIN198;2016-04-25;35.07
ISIN198;2016-04-26;35.12
ISIN198;2016-04-27;35.12
ISIN198;2016-04-28;34.99
ISIN198;2016-04-29;34.89
ISIN198;2016-05-02;34.84
ISIN198;2016-05-03;34.96
ISIN198;2016-05-04;35.15
ISIN198;2016-05-05;35.17
ISIN198;2016-05-06;35.13
ISIN198;2016-05-09;35.23
ISIN198;2016-05-10;35.22
ISIN198;2016-05-11;35.27
ISIN198;2016-05-12;35.33
ISIN198;2016-05-13;35.45
ISIN198;2016-05-16;35.4
ISIN198;2016-05-17;35.5
ISIN198;2016-05-18;35.67
ISIN198;2016-05-19;35.69
ISIN198;2016-05-20;35.66
ISIN198;2016-05-23;35.68
ISIN198;2016-05-24;35.71
ISIN198;2016-05-25;35.66
ISIN198;2016-05-26;35.61
ISIN198;2016-05-27;35.7
ISIN198;2016-05-30;35.76
ISIN198;2016-05-31;35.76
ISIN198;2016-06-01;35.68
ISIN198;2016-06-02;35.61
ISIN198;2016-06-03;35.36
ISIN198;2016-06-06;35.25
ISIN198;2016-06-07;35.21
ISIN198;2016-06-08;35.11
ISIN198;2016-06-09;35.15
ISIN198;2016-06-10;35.25
ISIN198;2016-06-13;35.18
ISIN198;2016-06-14;35.3
ISIN198;2016-06-15;35.23
ISIN198;2016-06-16;35.3
ISIN198;2016-06-17;35.25
ISIN198;2016-06-20;35.21
ISIN198;2016-06-21;35.21
ISIN198;2016-06-22;35.16
ISIN198;2016-06-23;35.1
ISIN198;2016-06-24;35.29
ISIN198;2016-06-27;35.32
ISIN198;2016-06-28;35.22
ISIN198;2016-06-29;35.11
ISIN198;2016-06-30;35.1
ISIN198;2016-07-01;35.09
ISIN198;2016-07-04;35.04
ISIN198;2016-07-05;35.16
ISIN198;2016-07-06;35.21
ISIN198;2016-07-07;35.22
ISIN198;2016-07-08;35.17
ISIN198;2016-07-11;35.16
ISIN198;2016-07-12;35.21
ISIN198;2016-07-13;35.19
ISIN198;2016-07-14;35.02
ISIN198;2016-07-15;34.96
ISIN198;2016-07-18;34.94
ISIN198;2016-07-19;35.01
ISIN198;2016-07-20;35.02
ISIN198;2016-07-21;34.96
ISIN198;2016-07-22;34.95
ISIN198;2016-07-25;35.01
ISIN198;2016-07-26;34.98
ISIN198;2016-07-27;34.92
ISIN198;2016-07-28;34.84
ISIN198;2016-07-29;34.76
ISIN198;2016-08-01;34.76
ISIN198;2016-08-02;34.75
ISIN198;2016-08-03;35.01
ISIN198;2016-08-04;34.9
ISIN198;2016-08-05;35.07
ISIN198;2016-08-08;34.97
ISIN198;2016-08-09;34.89
ISIN198;2016-08-10;34.76
ISIN198;2016-08-11;34.71
ISIN198;2016-08-12;34.75
ISIN198;2016-08-15;34.59
ISIN198;2016-08-16;34.61
ISIN198;2016-08-17;34.64
ISIN198;2016-08-18;34.54
ISIN198;2016-08-19;34.63
ISIN198;2016-08-22;34.65
ISIN198;2016-08-23;34.61
ISIN198;2016-08-24;34.62
ISIN198;2016-08-25;34.55
ISIN198;2016-08-26;34.65
ISIN198;2016-08-29;34.57
ISIN198;2016-08-30;34.59
ISIN198;2016-08-31;34.62
ISIN198;2016-09-01;34.59
ISIN198;2016-09-02;34.62
ISIN198;2016-09-05;34.72
ISIN198;2016-09-06;34.59
ISIN198;2016-09-07;34.62
ISIN198;2016-09-08;34.77
ISIN198;2016-09-09;34.84
ISIN198;2016-09-12;34.86
ISIN198;2016-09-13;34.94
ISIN198;2016-09-14;34.86
ISIN198;2016-09-15;34.88
ISIN198;2016-09-16;34.92
ISIN198;2016-09-19;34.81
ISIN198;2016-09-20;34.75
ISIN198;2016-09-21;34.67
ISIN198;2016-09-22;34.61
ISIN198;2016-09-23;34.64
ISIN198;2016-09-26;34.58
ISIN198;2016-09-27;34.59
ISIN198;2016-09-28;34.57
ISIN198;2016-09-29;34.66
ISIN198;2016-09-30;34.58
ISIN198;2016-10-03;34.64
ISIN198;2016-10-04;34.78
ISIN198;2016-10-05;34.82
ISIN198;2016-10-06;34.85
ISIN198;2016-10-07;34.88
ISIN198;2016-10-10;35.12
ISIN198;2016-10-11;35.44
ISIN198;2016-10-12;35.66
ISIN198;2016-10-13;35.4
ISIN198;2016-10-14;35.33
ISIN198;2016-10-17;35.24
ISIN198;2016-10-18;35.01
ISIN198;2016-10-19;34.85
ISIN198;2016-10-20;35.0
ISIN198;2016-10-21;35.12
ISIN198;2016-10-24;35.02
ISIN198;2016-10-25;34.89
ISIN198;2016-10-26;35.03
ISIN198;2016-10-27;35.14
ISIN198;2016-10-28;35.01
ISIN198;2016-10-31;35.02
ISIN198;2016-11-01;35.02
ISIN198;2016-11-02;34.93
ISIN198;2016-11-03;34.97
ISIN198;2016-11-04;34.93
ISIN198;2016-11-07;34.99
ISIN198;2016-11-08;34.93
ISIN198;2016-11-09;35.02
ISIN198;2016-11-10;35.29
ISIN198;2016-11-11;35.38
ISIN198;2016-11-14;35.49
ISIN198;2016-11-15;35.44
ISIN198;2016-11-16;35.47
ISIN198;2016-11-17;35.48
ISIN198;2016-11-18;35.56
ISIN198;2016-11-21;35.52
ISIN198;2016-11-22;35.48
ISIN198;2016-11-23;35.69
ISIN198;2016-11-24;35.66
ISIN198;2016-11-25;35.62
ISIN198;2016-11-28;35.53
ISIN198;2016-11-29;35.66
ISIN198;2016-11-30;35.69
ISIN198;2016-12-01;35.68
ISIN198;2016-12-02;35.59
ISIN198;2016-12-05;35.62
ISIN198;2016-12-06;35.61
ISIN198;2016-12-07;35.6
ISIN198;2016-12-08;35.61
ISIN198;2016-12-09;35.63
ISIN198;2016-12-12;35.56
ISIN198;2016-12-13;35.55
ISIN198;2016-12-14;35.62
ISIN198;2016-12-15;35.76
ISIN198;2016-12-16;35.84
ISIN198;2016-12-19;35.86
ISIN198;2016-12-20;36.0
ISIN198;2016-12-21;35.98
ISIN198;2016-12-22;36.01
ISIN198;2016-12-23;35.94
ISIN198;2016-12-26;35.86
ISIN198;2016-12-27;36.0
ISIN198;2016-12-28;36.0
ISIN198;2016-12-29;35.88
ISIN198;2016-12-30;35.84
ISIN198;2017-01-02;35.8
ISIN198;2017-01-03;35.92
ISIN198;2017-01-04;35.81
ISIN198;2017-01-05;35.67
ISIN198;2017-01-06;35.72
ISIN198;2017-01-09;35.64
ISIN198;2017-01-10;35.54
ISIN198;2017-01-11;35.44
ISIN198;2017-01-12;35.36
ISIN198;2017-01-13;35.42
ISIN198;2017-01-16;35.41
ISIN198;2017-01-17;35.27
ISIN198;2017-01-18;35.42
ISIN198;2017-01-19;35.37
ISIN198;2017-01-20;35.39
ISIN198;2017-01-23;35.24
ISIN198;2017-01-24;35.23
ISIN198;2017-01-25;35.21
ISIN198;2017-01-26;35.31
ISIN198;2017-01-27;35.26
ISIN198;2017-01-30;35.21
ISIN198;2017-01-31;35.08
ISIN198;2017-02-01;35.1
ISIN198;2017-02-02;35.05
ISIN198;2017-02-03;35.01
ISIN198;2017-02-06;34.99
ISIN198;2017-02-07;35.02
ISIN198;2017-02-08;35.01
ISIN198;2017-02-09;35.08
ISIN198;2017-02-10;35.05
ISIN198;2017-02-13;35.06
ISIN198;2017-02-14;35.01
ISIN198;2017-02-15;35.02
ISIN198;2017-02-16;34.98
ISIN198;2017-02-17;34.98
ISIN198;2017-02-20;35.01
ISIN198;2017-02-21;35.01
ISIN198;2017-02-22;35.01
ISIN198;2017-02-23;34.96
ISIN198;2017-02-24;34.86
ISIN198;2017-02-27;34.82
ISIN198;2017-02-28;34.93
ISIN198;2017-03-01;34.98
ISIN198;2017-03-02;35.04
ISIN198;2017-03-03;35.02
ISIN198;2017-03-06;35.07
ISIN198;2017-03-07;35.11
ISIN198;2017-03-08;35.29
ISIN198;2017-03-09;35.37
ISIN198;2017-03-10;35.31
ISIN198;2017-03-13;35.28
ISIN198;2017-03-14;35.3
ISIN198;2017-03-15;35.06
ISIN198;2017-03-16;34.91
ISIN198;2017-03-17;34.83
ISIN198;2017-03-20;34.65
ISIN198;2017-03-21;34.72
ISIN198;2017-03-22;34.53
ISIN198;2017-03-23;34.58
ISIN198;2017-03-24;34.56
ISIN198;2017-03-27;34.36
ISIN198;2017-03-28;34.44
ISIN198;2017-03-29;34.41
ISIN198;2017-03-30;34.44
ISIN198;2017-03-31;34.34
ISIN198;2017-04-03;34.36
ISIN198;2017-04-04;34.45
ISIN198;2017-04-05;34.53
ISIN198;2017-04-06;34.57
ISIN198;2017-04-07;34.6
ISIN198;2017-04-10;34.61
ISIN198;2017-04-11;34.54
ISIN198;2017-04-12;34.39
ISIN198;2017-04-13;34.36
ISIN198;2017-04-14;34.34
ISIN198;2017-04-17;34.28
ISIN198;2017-04-18;34.32
ISIN198;2017-04-19;34.39
ISIN198;2017-04-20;34.38
ISIN198;2017-04-21;34.35
ISIN198;2017-04-24;34.34
ISIN198;2017-04-25;34.43
ISIN198;2017-04-26;34.47
ISIN198;2017-04-27;34.59
ISIN198;2017-04-28;34.58
ISIN198;2017-05-01;34.59
ISIN198;2017-05-02;34.46
ISIN198;2017-05-03;34.54
ISIN198;2017-05-04;34.61
ISIN198;2017-05-05;34.66
ISIN198;2017-05-08;34.64
ISIN198;2017-05-09;34.77
ISIN198;2017-05-10;34.76
ISIN198;2017-05-11;34.7
ISIN198;2017-05-12;34.65
ISIN198;2017-05-15;34.54
ISIN198;2017-05-16;34.46
ISIN198;2017-05-17;34.47
ISIN198;2017-05-18;34.51
ISIN198;2017-05-19;34.32
ISIN198;2017-05-22;34.3
ISIN198;2017-05-23;34.43
ISIN198;2017-05-24;34.33
ISIN198;2017-05-25;34.13
ISIN198;2017-05-26;34.04
ISIN198;2017-05-29;34.1
ISIN198;2017-05-30;34.11
ISIN198;2017-05-31;34.03
ISIN198;2017-06-01;34.14
ISIN198;2017-06-02;34.03
ISIN198;2017-06-05;34.0
ISIN198;2017-06-06;33.94
ISIN198;2017-06-07;34.02
ISIN198;2017-06-08;34.07
ISIN198;2017-06-09;34.05
ISIN198;2017-06-12;34.04
ISIN198;2017-06-13;33.9
ISIN198;2017-06-14;33.9
ISIN198;2017-06-15;33.96
ISIN198;2017-06-16;33.93
ISIN198;2017-06-19;33.96
ISIN198;2017-06-20;34.0
ISIN198;2017-06-21;33.99
ISIN198;2017-06-22;33.98
ISIN198;2017-06-23;33.92
ISIN198;2017-06-26;33.95
ISIN198;2017-06-27;33.97
ISIN198;2017-06-28;33.95
ISIN198;2017-06-29;33.99
ISIN198;2017-06-30;33.92
ISIN198;2017-07-03;33.98
ISIN198;2017-07-04;33.99
ISIN198;2017-07-05;34.0
ISIN198;2017-07-06;34.05
ISIN198;2017-07-07;34.1
ISIN198;2017-07-10;34.11
ISIN198;2017-07-11;34.08
ISIN198;2017-07-12;33.95
ISIN198;2017-07-13;33.92
ISIN198;2017-07-14;33.76
ISIN198;2017-07-17;33.6
ISIN198;2017-07-18;33.57
ISIN198;2017-07-19;33.59
ISIN198;2017-07-20;33.57
ISIN198;2017-07-21;33.45
ISIN198;2017-07-24;33.41
ISIN198;2017-07-25;33.46
ISIN198;2017-07-26;33.39
ISIN198;2017-07-27;33.33
ISIN198;2017-07-28;33.37
ISIN198;2017-07-31;33.29
ISIN198;2017-08-01;33.26
ISIN198;2017-08-02;33.25
ISIN198;2017-08-03;33.25
ISIN198;2017-08-04;33.27
ISIN198;2017-08-07;33.27
ISIN198;2017-08-08;33.27
ISIN198;2017-08-09;33.25
ISIN198;2017-08-10;33.23
ISIN198;2017-08-11;33.19
ISIN198;2017-08-14;33.25
ISIN198;2017-08-15;33.3
ISIN198;2017-08-16;33.25
ISIN198;2017-08-17;33.24
ISIN198;2017-08-18;33.21
ISIN198;2017-08-21;33.23
ISIN198;2017-08-22;33.23
ISIN198;2017-08-23;33.32
ISIN198;2017-08-24;33.32
ISIN198;2017-08-25;33.23
ISIN198;2017-08-28;33.18
ISIN198;2017-08-29;33.18
ISIN198;2017-08-30;33.2
ISIN198;2017-08-31;33.17
ISIN198;2017-09-01;33.15
ISIN198;2017-09-04;33.15
ISIN198;2017-09-05;33.15
ISIN198;2017-09-06;33.14
ISIN198;2017-09-07;33.08
ISIN198;2017-09-08;33.11
ISIN198;2017-09-11;33.11
ISIN198;2017-09-12;33.11
ISIN198;2017-09-13;33.13
ISIN198;2017-09-14;33.06
ISIN198;2017-09-15;33.1
ISIN198;2017-09-18;33.09
ISIN198;2017-09-19;33.07
ISIN198;2017-09-20;33.09
ISIN198;2017-09-21;33.1
ISIN198;2017-09-22;33.07
ISIN198;2017-09-25;33.09
ISIN198;2017-09-26;33.19
ISIN198;2017-09-27;33.29
ISIN198;2017-09-28;33.38
ISIN198;2017-09-29;33.32
ISIN198;2017-10-02;33.42
ISIN198;2017-10-03;33.36
ISIN198;2017-10-04;33.33
ISIN198;2017-10-05;33.39
ISIN198;2017-10-06;33.42
ISIN198;2017-10-09;33.37
ISIN198;2017-10-10;33.24
ISIN198;2017-10-11;33.17
ISIN198;2017-10-12;33.12
ISIN198;2017-10-13;33.05
ISIN198;2017-10-16;33.05
ISIN198;2017-10-17;33.11
ISIN198;2017-10-18;33.14
ISIN198;2017-10-19;33.09
ISIN198;2017-10-20;33.17
ISIN198;2017-10-23;33.17
ISIN198;2017-10-24;33.18
ISIN198;2017-10-25;33.18
ISIN198;2017-10-26;33.23
ISIN198;2017-10-27;33.22
ISIN198;2017-10-30;33.22
ISIN198;2017-10-31;33.22
ISIN198;2017-11-01;33.13
ISIN198;2017-11-02;33.08
ISIN198;2017-11-03;33.16
ISIN198;2017-11-06;33.09
ISIN198;2017-11-07;33.13
ISIN198;2017-11-08;33.1
ISIN198;2017-11-09;33.1
ISIN198;2017-11-10;33.12
ISIN198;2017-11-13;33.05
ISIN198;2017-11-14;33.02
ISIN198;2017-11-15;33.0
ISIN198;2017-11-16;32.9
ISIN198;2017-11-17;32.82
ISIN198;2017-11-20;32.8
ISIN198;2017-11-21;32.74
ISIN198;2017-11-22;32.69
ISIN198;2017-11-23;32.66
ISIN198;2017-11-24;32.64
ISIN198;2017-11-27;32.6
ISIN198;2017-11-28;32.58
ISIN198;2017-11-29;32.55
ISIN198;2017-11-30;32.64
ISIN198;2017-12-01;32.59
ISIN198;2017-12-04;32.58
ISIN198;2017-12-05;32.61
ISIN198;2017-12-06;32.61
ISIN198;2017-12-07;32.61
ISIN198;2017-12-08;32.61
ISIN198;2017-12-11;32.6
ISIN198;2017-12-12;32.6
ISIN198;2017-12-13;32.52
ISIN198;2017-12-14;32.49
ISIN198;2017-12-15;32.5
ISIN198;2017-12-18;32.64
ISIN198;2017-12-19;32.7
ISIN198;2017-12-20;32.71
ISIN198;2017-12-21;32.71
ISIN198;2017-12-22;32.74
ISIN198;2017-12-25;32.74
ISIN198;2017-12-26;32.75
ISIN198;2017-12-27;32.79
ISIN198;2017-12-28;32.69
ISIN198;2017-12-29;32.55
ISIN198;2018-01-01;32.55
ISIN198;2018-01-02;32.42
ISIN198;2018-01-03;32.31
ISIN198;2018-01-04;32.25
ISIN198;2018-01-05;32.16
ISIN198;2018-01-08;32.21
ISIN198;2018-01-09;32.27
ISIN198;2018-01-10;32.11
ISIN198;2018-01-11;32.0
ISIN198;2018-01-12;31.93
ISIN198;2018-01-15;31.93
ISIN198;2018-01-16;31.93
ISIN198;2018-01-17;31.94
ISIN198;2018-01-18;31.9
ISIN198;2018-01-19;31.85
ISIN198;2018-01-22;31.84
ISIN198;2018-01-23;31.81
ISIN198;2018-01-24;31.53
ISIN198;2018-01-25;31.45
ISIN198;2018-01-26;31.34
ISIN198;2018-01-29;31.43
ISIN198;2018-01-30;31.41
ISIN198;2018-01-31;31.34
ISIN198;2018-02-01;31.29
ISIN198;2018-02-02;31.44
ISIN198;2018-02-05;31.62
ISIN198;2018-02-06;31.51
ISIN198;2018-02-07;31.64
ISIN198;2018-02-08;31.89
ISIN198;2018-02-09;31.71
ISIN198;2018-02-12;31.63
ISIN198;2018-02-13;31.47
ISIN198;2018-02-14;31.33
ISIN198;2018-02-15;31.26
ISIN198;2018-02-16;31.29
ISIN198;2018-02-19;31.39
ISIN198;2018-02-20;31.49
ISIN198;2018-02-21;31.54
ISIN198;2018-02-22;31.46
ISIN198;2018-02-23;31.39
ISIN198;2018-02-26;31.27
ISIN198;2018-02-27;31.47
ISIN198;2018-02-28;31.48
ISIN198;2018-03-01;31.49
ISIN198;2018-03-02;31.43
ISIN198;2018-03-05;31.4
ISIN198;2018-03-06;31.29
ISIN198;2018-03-07;31.31
ISIN198;2018-03-08;31.36
ISIN198;2018-03-09;31.31
ISIN198;2018-03-12;31.28
ISIN198;2018-03-13;31.22
ISIN198;2018-03-14;31.15
ISIN198;2018-03-15;31.2
ISIN198;2018-03-16;31.23
ISIN198;2018-03-19;31.18
ISIN198;2018-03-20;31.18
ISIN198;2018-03-21;31.15
ISIN198;2018-03-22;31.3
ISIN198;2018-03-23;31.18
ISIN198;2018-03-26;31.12
ISIN198;2018-03-27;31.21
ISIN198;2018-03-28;31.27
ISIN198;2018-03-29;31.24
ISIN198;2018-03-30;31.17
ISIN198;2018-04-02;31.22
ISIN198;2018-04-03;31.17
ISIN198;2018-04-04;31.2
ISIN198;2018-04-05;31.24
ISIN198;2018-04-06;31.26
ISIN198;2018-04-09;31.26
ISIN198;2018-04-10;31.19
ISIN198;2018-04-11;31.11
ISIN198;2018-04-12;31.22
ISIN198;2018-04-13;31.16
ISIN198;2018-04-16;31.2
ISIN198;2018-04-17;31.2
ISIN198;2018-04-18;31.19
ISIN198;2018-04-19;31.22
ISIN198;2018-04-20;31.33
ISIN198;2018-04-23;31.52
ISIN198;2018-04-24;31.44
ISIN198;2018-04-25;31.52
ISIN198;2018-04-26;31.6
ISIN198;2018-04-27;31.51
ISIN198;2018-04-30;31.54
ISIN198;2018-05-01;31.68
ISIN198;2018-05-02;31.76
ISIN198;2018-05-03;31.61
ISIN198;2018-05-04;31.75
ISIN198;2018-05-07;31.85
ISIN198;2018-05-08;31.92
ISIN198;2018-05-09;32.13
ISIN198;2018-05-10;31.97
ISIN198;2018-05-11;31.91
ISIN198;2018-05-14;31.89
ISIN198;2018-05-15;32.12
ISIN198;2018-05-16;32.03
ISIN198;2018-05-17;32.09
ISIN198;2018-05-18;32.19
ISIN198;2018-05-21;32.14
ISIN198;2018-05-22;31.98
ISIN198;2018-05-23;32.09
ISIN198;2018-05-24;31.98
ISIN198;2018-05-25;31.92
ISIN198;2018-05-28;31.99
ISIN198;2018-05-29;32.08
ISIN198;2018-05-30;32.02
ISIN198;2018-05-31;32.05
ISIN198;2018-06-01;32.03
ISIN198;2018-06-04;31.99
ISIN198;2018-06-05;31.92
ISIN198;2018-06-06;31.9
ISIN198;2018-06-07;32.02
ISIN198;2018-06-08;32.03
ISIN198;2018-06-11;32.04
ISIN198;2018-06-12;32.08
ISIN198;2018-06-13;32.11
ISIN198;2018-06-14;32.2
ISIN198;2018-06-15;32.65
ISIN198;2018-06-18;32.65
ISIN198;2018-06-19;32.73
ISIN198;2018-06-20;32.81
ISIN198;2018-06-21;32.89
ISIN198;2018-06-22;32.92
ISIN198;2018-06-25;32.92
ISIN198;2018-06-26;33.01
ISIN198;2018-06-27;33.05
ISIN198;2018-06-28;33.14
ISIN198;2018-06-29;33.02
ISIN198;2018-07-02;33.15
ISIN198;2018-07-03;33.15
ISIN198;2018-07-04;33.15
ISIN198;2018-07-05;33.19
ISIN198;2018-07-06;33.14
ISIN198;2018-07-09;33.05
ISIN198;2018-07-10;33.17
ISIN198;2018-07-11;33.32
ISIN198;2018-07-12;33.2
ISIN198;2018-07-13;33.3
ISIN198;2018-07-16;33.25
ISIN198;2018-07-17;33.3
ISIN198;2018-07-18;33.29
ISIN198;2018-07-19;33.46
ISIN198;2018-07-20;33.32
ISIN198;2018-07-23;33.41
ISIN198;2018-07-24;33.37
ISIN198;2018-07-25;33.21
ISIN198;2018-07-26;33.42
ISIN198;2018-07-27;33.38
ISIN198;2018-07-30;33.27
ISIN198;2018-07-31;33.19
ISIN198;2018-08-01;33.15
ISIN198;2018-08-02;33.28
ISIN198;2018-08-03;33.25
ISIN198;2018-08-06;33.33
ISIN198;2018-08-07;33.2
ISIN198;2018-08-08;33.23
ISIN198;2018-08-09;33.23
ISIN198;2018-08-10;33.32
ISIN198;2018-08-13;33.35
ISIN198;2018-08-14;33.28
ISIN198;2018-08-15;33.33
ISIN198;2018-08-16;33.15
ISIN198;2018-08-17;33.16
ISIN198;2018-08-20;32.93
ISIN198;2018-08-21;32.65
ISIN198;2018-08-22;32.67
ISIN198;2018-08-23;32.88
ISIN198;2018-08-24;32.6
ISIN198;2018-08-27;32.54
ISIN198;2018-08-28;32.57
ISIN198;2018-08-29;32.68
ISIN198;2018-08-30;32.77
ISIN198;2018-08-31;32.75
ISIN198;2018-09-03;32.68
ISIN198;2018-09-04;32.78
ISIN198;2018-09-05;32.77
ISIN198;2018-09-06;32.78
ISIN198;2018-09-07;32.83
ISIN198;2018-09-10;32.8
ISIN198;2018-09-11;32.76
ISIN198;2018-09-12;32.7
ISIN198;2018-09-13;32.61
ISIN198;2018-09-14;32.68
ISIN198;2018-09-17;32.57
ISIN198;2018-09-18;32.55
ISIN198;2018-09-19;32.4
ISIN198;2018-09-20;32.33
ISIN198;2018-09-21;32.42
ISIN198;2018-09-24;32.42
ISIN198;2018-09-25;32.4
ISIN198;2018-09-26;32.41
ISIN198;2018-09-27;32.43
ISIN198;2018-09-28;32.32
ISIN198;2018-10-01;32.26
ISIN198;2018-10-02;32.33
ISIN198;2018-10-03;32.5
ISIN198;2018-10-04;32.73
ISIN198;2018-10-05;32.8
ISIN198;2018-10-08;32.9
ISIN198;2018-10-09;32.94
ISIN198;2018-10-10;32.98
ISIN198;2018-10-11;32.7
ISIN198;2018-10-12;32.75
ISIN198;2018-10-15;32.64
ISIN198;2018-10-16;32.48
ISIN198;2018-10-17;32.48
ISIN198;2018-10-18;32.63
ISIN198;2018-10-19;32.58
ISIN198;2018-10-22;32.79
ISIN198;2018-10-23;32.83
ISIN198;2018-10-24;32.92
ISIN198;2018-10-25;32.92
ISIN198;2018-10-26;33.05
ISIN198;2018-10-29;33.27
ISIN198;2018-10-30;33.25
ISIN198;2018-10-31;33.11
ISIN198;2018-11-01;32.89
ISIN198;2018-11-02;32.84
ISIN198;2018-11-05;32.93
ISIN198;2018-11-06;32.9
ISIN198;2018-11-07;32.81
ISIN198;2018-11-08;32.96
ISIN198;2018-11-09;33.05
ISIN198;2018-11-12;33.16
ISIN198;2018-11-13;32.93
ISIN198;2018-11-14;32.94
ISIN198;2018-11-15;32.94
ISIN198;2018-11-16;32.83
ISIN198;2018-11-19;32.93
ISIN198;2018-11-20;32.97
ISIN198;2018-11-21;32.88
ISIN198;2018-11-22;32.97
ISIN198;2018-11-23;33.07
ISIN198;2018-11-26;33.03
ISIN198;2018-11-27;33.04
ISIN198;2018-11-28;32.9
ISIN198;2018-11-29;32.9
ISIN198;2018-11-30;32.96
ISIN198;2018-12-03;32.79
ISIN198;2018-12-04;32.75
ISIN198;2018-12-05;32.73
ISIN198;2018-12-06;32.85
ISIN198;2018-12-07;32.85
ISIN198;2018-12-10;32.88
ISIN198;2018-12-11;32.82
ISIN198;2018-12-12;32.75
ISIN198;2018-12-13;32.77
ISIN198;2018-12-14;32.82
ISIN198;2018-12-17;32.78
ISIN198;2018-12-18;32.7
ISIN198;2018-12-19;32.74
ISIN198;2018-12-20;32.65
ISIN198;2018-12-21;32.64
ISIN198;2018-12-24;32.48
ISIN198;2018-12-25;32.59
ISIN198;2018-12-26;32.57
ISIN198;2018-12-27;32.53
ISIN198;2018-12-28;32.54
ISIN198;2018-12-31;32.33
ISIN198;2019-01-01;32.04
ISIN198;2019-01-02;32.26
ISIN198;2019-01-03;32.21
ISIN198;2019-01-04;31.98
ISIN198;2019-01-07;31.94
ISIN198;2019-01-08;32.03
ISIN198;2019-01-09;31.94
ISIN198;2019-01-10;31.92
ISIN198;2019-01-11;31.89
ISIN198;2019-01-14;31.92
ISIN198;2019-01-15;31.89
ISIN198;2019-01-16;31.71
ISIN198;2019-01-17;31.75
ISIN198;2019-01-18;31.74
ISIN198;2019-01-21;31.8
ISIN198;2019-01-22;31.77
ISIN198;2019-01-23;31.68
ISIN198;2019-01-24;31.69
ISIN198;2019-01-25;31.52
ISIN198;2019-01-28;31.52
ISIN198;2019-01-29;31.43
ISIN198;2019-01-30;31.25
ISIN198;2019-01-31;31.2
ISIN198;2019-02-01;31.3
ISIN198;2019-02-04;31.28
ISIN198;2019-02-05;31.24
ISIN198;2019-02-06;31.25
ISIN198;2019-02-07;31.23
ISIN198;2019-02-08;31.48
ISIN198;2019-02-11;31.44
ISIN198;2019-02-12;31.29
ISIN198;2019-02-13;31.39
ISIN198;2019-02-14;31.32
ISIN198;2019-02-15;31.26
ISIN198;2019-02-18;31.2
ISIN198;2019-02-19;31.12
ISIN198;2019-02-20;31.08
ISIN198;2019-02-21;31.2
ISIN198;2019-02-22;31.31
ISIN198;2019-02-25;31.27
ISIN198;2019-02-26;31.28
